# Global Carbon Budget 2023 — Global_Carbon_Budget_2023v1.1.xlsx  — Fossil Emissions by Category
#
# Fossil fuel and cement production emissions by fuel type
# All values in million tonnes of carbon per year (MtC/yr), except the per capita emissions which are in tonnes of carbon per person per year (tC/person/yr). For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# Methods: Full details of the method are described in Friedlingstein et al (2023) and Andrew and Peters (2022). Full country and fuel data can be found at https://zenodo.org/record/7215364
# The uncertainty for the global estimates is about ±5 % for a ± 1 sigma confidence level.
# Cite as: Friedlingstein et al (2023; see summary tab)
#
# MtC/yr
# Generated with openclimatedata 0.38 from the GCB Excel file 'Global_Carbon_Budget_2023v1.1.xlsx' from https://doi.org/10.18160/gcp-2023
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,fossil.emissions.excluding.carbonation,Coal,Oil,Gas,Cement.emission,Flaring,Other,Per.Capita
1909,788.890496874954,745.099731260761,36.6985935218755,6.41999942987457,0.0315613087314052,0.0,0.64061135371179,0.447158256004295
1910,828.081281617995,781.250804125059,39.3529114604793,6.8,0.0369546787456433,0.0,0.64061135371179,0.465953608474575
1911,840.475438570489,791.057435811076,41.7379867178229,7.01901021400778,0.0404135786740636,0.0,0.620592248908297,0.469544917207706
1912,883.177842578526,831.827388197805,42.9336169197921,7.728,0.0482261072177282,0.0,0.64061135371179,0.489911313679872
1913,956.952991071746,898.448317924695,49.7107137370363,8.078,0.0553289514994175,0.0,0.660630458515284,0.527099812345038
1914,868.000976461657,808.312062283503,50.8032848296358,8.22501719470442,0.0400199049057627,0.0,0.620592248908297,0.474736590144868
1915,855.582439599291,792.233535805101,53.9475385845829,8.69698413978875,0.0437506113024652,0.0,0.660630458515284,0.464626422965139
1916,924.087991177131,854.062300031918,58.7614784231881,10.4740201100873,0.0494857342087528,0.0,0.740706877729257,0.498226448765949
1917,966.273661911192,889.139333958407,65.3572323347923,11.0559836310269,0.0404624236477035,0.0,0.680649563318777,0.517165955184673
1918,953.401784638051,875.938245370804,66.8833464983829,9.96700057926241,0.0326381503007731,0.0,0.58055403930131,0.506466343600856
1919,826.693927399256,741.07726399193,74.6250478124346,10.3569963201472,0.0340461306385353,0.0,0.600573144104803,0.435789596746978
1920,961.088262685866,853.142213769057,95.8877813173822,11.3770178922607,0.0406383534540975,0.0,0.64061135371179,0.502632062301474
1921,843.367001329771,728.269220331567,105.051650021003,9.5503258543709,0.035365712349628,0.0,0.460439410480349,0.437460959485895
1922,884.365140628747,756.180982878282,116.524667737643,10.9462479306945,0.0526116236110376,0.0,0.660630458515284,0.454857395317902
1923,1003.33873948908,858.733277935797,129.472259417088,14.3357386304398,0.0567566280232563,0.0,0.740706877729257,0.511579296043035
1924,1006.33739190348,860.428856904356,128.812631514028,16.2962356345215,0.0589609728479745,0.0,0.740706877729257,0.508565290841973
1925,1017.20354336476,860.094370594858,134.884154425527,17.4462617723698,3.93795417025628,0.0,0.840802401746725,0.509424071201026
1926,999.189576006737,841.072892639522,134.401117631785,18.8717572697794,4.02302516870735,0.0,0.820783296943231,0.495830302692801
1927,1090.64644996927,917.427070467015,147.454957134432,20.7474965326222,4.21616164306298,0.0,0.800764192139738,0.536218348378377
1928,1085.90698236271,902.08612797178,150.757945533394,22.5506226290652,9.71152203632683,0.0,0.800764192139738,0.528926276915873
1929,1165.64079447209,961.286414136677,165.42703933251,28.0830743637568,10.0635215518067,0.0,0.780745087336244,0.56246738272654
1930,1074.94500779984,877.181358168716,158.991813485191,28.4457130876904,9.7055308093393,0.0,0.620592248908297,0.51386217458896
1931,960.672279535487,772.501296322101,153.886846142502,25.3518109057159,8.43184854508145,0.0,0.500477620087336,0.454868996412201
1932,866.123448246334,687.718532146646,147.226816654442,24.0781064804671,6.73964907831528,0.0,0.360343886462882,0.406079218652432
1933,911.986408651983,719.280512615959,160.96401483724,24.8151925636207,6.50628743429025,0.0,0.420401200873362,0.42330285449468
1934,991.878208680107,785.478564976053,170.349758551376,27.827165941106,7.78229890589621,0.0,0.440420305676856,0.455728522985186
1935,1041.15675540464,817.841287267129,183.625867276734,30.3997243737086,8.74936065737216,0.0,0.540515829694323,0.473523784010432
1936,1142.3345461679,896.503896619682,200.313035090527,34.2648596678959,10.5721052264802,0.0,0.680649563318777,0.514313154809004
1937,1221.13341202183,945.239387027301,225.645629200623,38.3712507686867,11.1364381474939,0.0,0.740706877729257,0.544344003476058
1938,1148.17166004243,880.910414192187,219.162801623172,36.9844901691839,10.5133809137817,0.0,0.600573144104803,0.506868860298678
1939,1214.86007382628,937.480346235336,228.289604889513,38.5770113218088,9.73236629228354,0.0,0.780745087336244,0.531287642688689
1940,1326.78642892414,1035.41809186719,240.001021309889,41.9082514729335,8.57822366277621,0.0,0.880840611353711,0.57502655326382
1941,1356.66333007837,1060.05184614592,241.810594775774,41.8840664646053,11.8157719278809,0.0,1.10105076419214,0.583139831130829
1942,1353.59881764005,1067.05801597664,229.646827422165,45.3190346070516,10.4738888700021,0.0,1.10105076419214,0.57753774302927
1943,1376.00827105371,1071.30342513489,244.116302538019,49.9180935267717,9.48932267062457,0.0,1.18112718340611,0.583094592906715
1944,1396.80913523313,1055.68700570189,279.825071234784,53.9303564584794,6.18557465457798,0.0,1.18112718340611,0.588012226431383
1945,1161.88218748873,818.241217603482,277.129685980542,59.1568747266235,6.27337751869221,0.0,1.08103165938865,0.485865516441383
1946,1268.04683524711,882.655526756685,313.295550138113,61.1058475133256,9.90887917960125,0.0,1.08103165938865,0.526550983506358
1947,1404.41643555165,988.31405829637,335.412991261117,67.6739681453786,11.7742333509641,0.0,1.24118449781659,0.578729200377866
1948,1480.60935954882,1020.49293051996,368.231185359531,76.4714450403379,14.0925377119586,0.0,1.32126091703057,0.604920787863279
1949,1414.02994881615,967.739806189983,347.247215292438,82.0206064225189,15.8812319374147,0.0,1.14108897379913,0.572117630878279
1950,1618.2701062757,1052.22072939348,429.926037434338,96.4094127140553,18.2586276071842,20.094,1.36129912663755,0.647483599400466
1951,1741.65005357575,1107.82990731942,476.226211460831,113.61399949313,20.6784860966685,21.8000163454337,1.50143286026201,0.684844971879006
1952,1765.13020224695,1093.91257741515,502.375274556329,122.045240588095,22.037733573673,23.2979814630477,1.46139465065502,0.681446177281454
1953,1815.19140970575,1103.36416011031,533.889619363821,129.53465748198,24.4393182152415,22.2019733116841,1.76168122270742,0.687499900301531
1954,1853.02875106963,1102.2008874005,564.717413214983,136.85635962836,26.5102831527582,21.1823174983563,1.56149017467249,0.688351773070436
1955,2031.62139192305,1193.13304299949,631.454558106357,149.381001896721,29.3219622153531,26.4290117487988,1.90181495633188,0.739828120896789
1956,2163.20426591371,1254.36490547951,685.299726449987,160.301924157429,31.7924672193152,29.5234085463292,1.92183406113537,0.772296406284136
1957,2234.06485202281,1277.47232758279,715.741512896616,176.533700205624,33.4201865874841,29.0353480035656,1.86177674672489,0.781724609231089
1958,2297.25973595653,1297.3041728977,744.230951823409,192.686870246019,35.3968437540195,25.959292431887,1.68160480349345,0.787782777435403
1959,2416.66545551985,1350.17081378677,792.574569182719,206.991340027113,39.6410463417661,25.0255273386909,2.26215884279476,0.813612029578502
1960,2561.79621050006,1406.099255838,853.085513590486,227.818529722603,42.9568302175531,24.3286606197294,7.50742051169101,0.848492263516734
1961,2569.42751478099,1348.07111199046,904.274449066763,240.776754379702,44.7994552430675,23.5312489774176,7.97449512357886,0.837391515628674
1962,2660.08623331397,1344.03002242698,972.049247655953,264.155815546738,48.1350382062524,23.4527278082998,8.26338166974888,0.85076838582226
1963,2801.86878147668,1393.09238320332,1038.89374803815,285.755482096793,50.7599277602816,24.7014703991337,8.66576997900289,0.876740401924477
1964,2954.04422422084,1421.8356884476,1120.91431124353,314.697246451999,56.2661046662338,30.7838065585684,9.54706685291497,0.904148221363886
1965,3086.70558686396,1442.60647731569,1204.09716222249,335.897838172779,59.0782429144105,35.6012040316154,9.42466220697639,0.924963142558097
1966,3237.36585230515,1459.23576882919,1299.45424034359,365.730240560307,63.6041751112225,39.4558095989839,9.8856178618647,0.950372728321792
1967,3339.60930142376,1435.36101973013,1385.40762135485,391.13778444232,65.4805625876295,52.0695770393856,10.1527362694529,0.960914720033768
1968,3521.92568984189,1451.27326355613,1509.09083758726,425.693238170476,69.7129476499885,55.6223411558745,10.5330617221611,0.992983804464005
1969,3755.68760954641,1505.49165611787,1631.94592598228,466.343068442142,73.9204295745746,66.6033928721885,11.3831365573563,1.03729499891326
1970,4066.0907119909,1554.7413915242,1855.93426122322,488.77108800885,78.7360081085208,75.8037434443398,12.1042196817581,1.10031426785408
1971,4231.10963754661,1555.20692790495,1965.47799968493,527.701191873428,82.8030767402662,87.7311904566724,12.1892508863662,1.12226169910917
1972,4427.79468023639,1552.90877725821,2119.21815940976,560.110741746672,87.7610951998117,94.6757327229708,13.1201738989613,1.15163172623864
1973,4662.52745551243,1599.76595445287,2244.41746357084,601.556568384331,92.9363353724096,109.760772511034,14.0903612209382,1.18934396192567
1974,4642.29861541286,1599.35094618917,2212.17081584446,616.597261373744,93.0668671889165,106.814777835338,14.297946981231,1.1618768049162
1975,4653.37864391065,1647.01998073208,2193.38508389848,615.670664164253,92.5331704949056,91.8960684293736,12.8736761915478,1.14349438995209
1976,4908.63673629626,1708.52489178905,2330.39721967358,651.515959265895,96.6289116206179,107.918896259823,13.650857687288,1.18494381809456
1977,5047.66691361121,1750.11411168167,2412.35986649636,666.328459339342,101.189687987688,104.11260488652,13.5621832196241,1.1973290602338
1978,5203.04449327971,1779.87778846025,2498.90607375078,696.14564220292,107.686877582558,106.488209101038,13.9399021821708,1.2129276617051
1979,5350.16435877539,1863.62567847259,2530.8212400252,734.000947052724,109.103648418478,98.2941015378177,14.3187432685752,1.22553265322618
1980,5317.25999300728,1912.79354283164,2442.2260448395,752.860233181758,109.857348168901,86.3671538642561,13.1556701212294,1.19650107398065
1981,5190.21532800849,1907.47331776043,2332.63739631025,762.750572581577,109.885375794471,64.7307199285373,12.7379456332243,1.14710330226437
1982,5148.8463948662,1940.82923237501,2276.51967025523,745.541061799038,109.374968577181,64.2961664187276,12.2852954410126,1.11737484801004
1983,5181.74162489951,1991.70381841369,2253.43536948131,753.54372625225,111.793371563042,58.0915959383003,13.1737432509243,1.10440525853816
1984,5360.73380319431,2088.05941889695,2271.76922056055,821.771901015245,113.907112591068,50.9695483757899,14.256601754712,1.12247022722964
1985,5541.79326425479,2238.52021116774,2271.30710854087,852.060462573123,115.29829404204,49.5219521015534,15.0852358294664,1.13988077608339
1986,5624.32119042192,2270.91511572574,2339.33737381242,831.37271299086,120.108934012341,46.3072959625092,16.2797579180563,1.13621196442269
1987,5798.5215403946,2346.7427810729,2358.91849119801,902.816548424146,125.246973717227,44.4894338901049,20.3073120922159,1.15027561504027
1988,6025.48713759235,2427.11088630561,2445.49795843901,946.030104092586,131.882273770643,50.6310487181249,24.3348662663755,1.17403390532912
1989,6107.79735317961,2426.77170460062,2488.1091956939,993.547511825541,134.578389214221,41.1253771728334,23.6651746724891,1.16924638016467
1990,6209.79810966115,2374.94466760994,2523.22711119666,1045.39977926033,134.723586703927,70.6338914837572,60.8690734065339,1.16809493719889
1991,6339.92225109754,2351.1432921929,2649.69393140733,1066.955806743,138.5030879742,74.7848338636521,58.8412989164639,1.17270327822061
1992,6159.17002383121,2295.16908313926,2513.98916111657,1080.71294338721,144.256393208016,66.0435990481648,58.998843931985,1.12134025494022
1993,6222.25717795848,2322.94235725578,2515.94260856192,1110.02989113404,150.45902962212,63.8925032972789,58.9907880873426,1.11561297006937
1994,6286.78359145295,2336.00351254429,2525.68113013753,1119.52338914838,160.596538545048,85.9226827656135,59.0563383120847,1.11059630479103
1995,6420.43993523917,2402.61194597844,2548.84274936111,1149.02886384983,169.838501945194,89.1045343367282,61.0133397678669,1.11791652515864
1996,6618.49423406246,2462.98249517955,2625.96525826475,1199.93718561522,173.338057078091,95.6778635578106,60.5933743670397,1.13619384504192
1997,6658.28343663599,2450.25572811761,2665.72493453634,1204.55215365409,180.361650961412,96.3269968693802,61.061972497148,1.12728427339643
1998,6640.54193758811,2384.2610239662,2700.2773835331,1224.23874292474,179.680465408833,91.8879726532143,60.1963491020262,1.10910228249656
1999,6777.70049903473,2418.87436447273,2766.24584239032,1254.18069719875,188.458440210357,90.1008081403618,59.8403466222094,1.11700235695749
2000,6959.95845385593,2512.88101938197,2805.15004262044,1291.22062486068,196.896639424312,94.7701036016671,59.0400239668612,1.13190320448482
2001,7007.34998447192,2527.1041859909,2826.48205503956,1298.105558799,205.771131529154,91.6605712570368,58.2264818562647,1.12464043311588
2002,7163.83445925011,2643.03011099002,2821.15532696782,1338.59211017754,213.397210809539,88.6271536613796,59.0325466438081,1.13488151994837
2003,7546.02874032038,2871.948535364,2897.76960577918,1387.21348389023,234.718590742975,94.0516355943125,60.32688894969,1.18019216283248
2004,7811.18793932549,2968.49695206077,3005.0587261174,1435.66523303258,245.244483896716,93.5182090156709,63.2043352023467,1.20622107964803
2005,8076.44728852462,3153.31348174104,3031.98799254533,1466.96553132365,263.084150485254,94.9735742663272,66.1225581630109,1.23150814219916
2006,8353.1023949233,3329.48203695773,3059.80077690548,1512.98963182405,286.935251399447,94.854960928162,69.0397369084215,1.25772909282273
2007,8597.0889778872,3490.33294694924,3070.08983330953,1563.93378311375,308.177439996845,93.6965686193939,70.8584058984406,1.27819725673584
2008,8745.06073285122,3603.65993108767,3058.30666546017,1608.72527504678,312.055299955122,91.3644656073644,70.9490956941073,1.28384876316734
2009,8595.32384711447,3557.07278231945,2991.73319934339,1568.93092079923,320.802012022779,90.1820999956387,66.6028326339804,1.24600502815429
2010,9090.15501684522,3804.7949529699,3092.24194016074,1690.25844926591,342.487349532971,93.1877292805689,67.1845956351233,1.30126989469798
2011,9398.6000400427,4020.54412794385,3097.29074549684,1739.34464101884,368.225237809727,98.118859552951,75.0764282204975,1.32877610325179
2012,9534.78530869257,4065.65009676006,3138.15971367299,1774.70116415802,377.774353482804,102.97896298602,75.5210176326785,1.33135820776998
2013,9615.84800980731,4090.90709753712,3161.5886632115,1783.93781028097,393.805273329898,105.220325791634,80.3888396561804,1.32621532047208
2014,9679.6383293055,4095.54735469452,3171.81911042789,1814.03854902095,409.253849261228,105.631550442769,83.3479154581456,1.31892909532579
2015,9678.82498947448,4001.66715543203,3243.82660368807,1851.35229224717,394.226540853343,104.878608232719,82.8737890211405,1.30326504718395
2016,9677.95459894738,3909.79380748378,3277.00922369837,1902.28121080484,404.715237599444,102.140757729239,82.0143616317086,1.2880798273055
2017,9832.27384306094,3954.60704137996,3335.04889377998,1943.59356870237,410.625015826635,105.754054658208,82.6452687137792,1.29375047473293
2018,10034.6465906979,4018.8986734121,3348.09979579705,2046.40314998158,427.34786145056,111.160988361565,82.7361216950495,1.30595016460904
2019,10109.1985229514,4007.72735588641,3378.26115169649,2080.0839205355,440.986929023251,118.839383550507,83.299782259272,1.30190112999948
2020,9554.51389744253,3882.6187375521,2974.87679664513,2062.02549632067,445.70050716688,108.766185105432,80.526174652315,1.21853989478923
2021,10048.1829803592,4089.11487048176,3142.66943612674,2162.14840129239,461.900586667659,110.106159146853,82.2435266437897,1.27042710994149
2022,10139.1333876525,4153.74019719038,3241.78099521264,2114.75712975891,438.175248018688,108.474850747555,82.2049667242943,1.27134792448779
