# Global Carbon Budget 2024 — Global_Carbon_Budget_2024_v1.1.xlsx  — Global Carbon Budget
#
# Global Carbon Budget
# All values in billion tonnes of carbon per year (GtC/yr), for the globe. For values in billion tonnes of carbon dioxide per year (GtCO2/yr) , multiply the numbers below by 3.664.
# Note: 1 billion tonnes C = 1 petagram of carbon (10^15 gC) = 1 gigatonne C = 3.664 billion tonnes of CO2
# All uncertainties represent ± 1 sigma error (68 % chance of being in the range provided)
# Emissions from fossil fuel combustion and industrial processes (uncertainty of ±5% for a ± 1 sigma confidence level):
# Cite as: Friedlingstein et al. 2024 (see Summary tab).
# Emissions from land-use change (uncertainty of ±0.7 GtC/yr). Average of four bookkeeping models: H&N (Houghton & Castanho, 2023), BLUE (Hansis, et al., 2015), OSCAR (Gasser et al., 2020), and LUCE (Qin et al., 2024).
# Cite as: Friedlingstein et al. 2024  (see Summary tab).
# The atmospheric CO2 growth rate (variable uncertainty around 0.2 GtC/yr from 1980) is estimated directly from atmospheric CO2 concentration measurements, and provided by the US National Oceanic and Atmospheric Administration Earth System Research Laboratory (NOAA/ESRL).  http://www.esrl.noaa.gov/gmd/ccgg/trends/global.html
# Cite as: Lan et al. 2024: Trends in atmospheric carbon dioxide, National Oceanic & Atmospheric Administration, Earth System Research Laboratory (NOAA/ESRL), available at http://www.esrl.noaa.gov/gmd/ccgg/trends/global.html
# 1959-1980 are based on Mauna Loa and South Pole stations as observed by the CO2 Program at Scripps Institution of Oceanography. http://scrippsco2.ucsd.edu/data/atmospheric_co2/
# 1980 onwards are global averages estimated from multiple stations run by NOAA/ESRL.
# The ocean sink (uncertainty of ±0.4 GtC/yr on average) is estimated from the average of 10 global ocean biogeochemistry models and the average of 8 ocean fCO2 data products.
# Cite as: Friedlingstein et al. 2024 (see Summary tab).
# The land sink (uncertainty of ±0.5 GtC/yr on average) was estimated from the average of 20 dynamic global vegetation models.
# Cite as: Friedlingstein et al. 2024 (see Summary tab).
# The cement carbonation sink  is the average of two estimates:
# Cite as: Friedlingstein et al. 2024 (see Summary tab).
# The budget imbalance is the sum of emissions (fossil fuel and industry + land-use change) minus (atmospheric growth + ocean sink + land sink + cement carbonation sink); it is a measure of our imperfect data and understanding of the contemporary carbon cycle.
# Cite as: Friedlingstein et al. 2024 (see Summary tab).
# GtC/yr
# Generated with openclimatedata 0.38 from the GCB Excel file 'Global_Carbon_Budget_2024_v1.1.xlsx' from https://doi.org/10.18160/gcp-2024
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,fossil emissions excluding carbonation,land-use change emissions,atmospheric growth,ocean sink,land sink,cement carbonation sink,budget imbalance
1992,6.14851856783496,1.435045,1.52928,2.30273199607298,2.44262047373218,0.0602952927212918,1.24863580530851
1993,6.21064055258194,1.357495,2.61252,2.25619621958998,3.07231813465707,0.064402525955441,-0.437301327620548
1994,6.27536760331097,1.6073625,3.52584,2.06764671008418,1.53177925152177,0.0678750210098444,0.689589120695183
1995,6.42251173749514,1.4826425,4.248,2.07338551207671,1.89066338461877,0.0715087048177613,-0.378403364018103
1996,6.6206788889356,1.6409775,2.2302,2.06390235065422,3.42307750077703,0.0742136192829946,0.470262918221356
1997,6.65990876237917,2.0214425,4.18428,2.20886345641342,3.14782975066402,0.0769825665333164,-0.936604511231593
1998,6.63312699624945,1.6769825,6.03216,2.2571032619824,1.44725224844232,0.0777471626043297,-1.5041531767796
1999,6.78322261975882,1.63835,2.82492,2.0525556570822,3.51275494941941,0.0805125269203678,-0.0491705136631668
2000,6.96248711704335,1.4457475,2.655,1.99193047399766,3.81250418180344,0.0835369377607456,-0.1347369765185
2001,7.01590978373815,1.3005575,3.9294,1.88623164393797,2.58503359452323,0.0861094009627874,-0.170307355685841
2002,7.17163447827293,1.399595,5.03388,2.2787849158568,1.33532482189421,0.0905229690940973,-0.167283228572173
2003,7.55171664554217,1.65821,4.86396,2.39508182875004,2.53704597678871,0.0972750155014593,-0.683436175498045
2004,7.81454856152299,1.4748875,3.31344,2.35974091061338,3.63135136552222,0.104064893641901,-0.119161108254501
2005,8.08253114064911,1.334875,5.24628,2.39198427415523,2.09537148781272,0.111160968194991,-0.42739058951382
2006,8.3592784119372,1.45528,3.78072,2.51192989494457,3.09166313125993,0.121018477361247,0.309226908371455
2007,8.60661682051938,1.25398,4.52412,2.44461870387762,2.80379583509695,0.130367978678764,-0.042305697133953
2008,8.75387515295554,1.3319625,3.75948,2.47354493404014,3.47578614191898,0.134660750898118,0.242365826098303
2009,8.60860315041586,1.439405,3.35592,2.6126198553158,2.89486496379869,0.141512385983404,1.04309094531797
2010,9.10368543736907,1.4977925,5.01264,2.57993901351165,3.30808667072611,0.15027914663853,-0.449466893507227
2011,9.41717743429787,1.440575,3.69576,2.61663560818006,4.10529015469177,0.162719085264917,0.277347586161132
2012,9.55240729889236,1.5425475,5.11884,2.6657296912405,2.485318735883,0.169239680585289,0.655826691183565
2013,9.63473139864052,1.39633,5.2038,2.71157118746995,3.59244788667027,0.177229223076958,-0.653986898576645
2014,9.67524419924693,1.47276,4.31172,2.83416505324353,3.74401345627809,0.184932110928656,0.0731735787966525
2015,9.66290856188366,1.5097125,6.2658,2.8809085798283,2.26443507208769,0.185938921819677,-0.424461511852014
2016,9.66611792468662,1.20258,6.03216,3.01080947217258,2.93929952862176,0.188003953112701,-1.30157502922042
2017,9.82257038107533,1.154755,4.54536,2.83094919791231,3.62416539552789,0.192072616152527,-0.215221828517395
2018,10.0246797372715,1.0493225,5.07636,2.91976229001933,3.49958319866779,0.198195623025971,-0.619898874441608
2019,10.1267133891408,1.0335,5.31,2.93072424260868,3.07205245924867,0.201583196065832,-0.354146508782373
2020,9.58693398573445,0.93859,4.8852,2.90042561628041,3.03808679687718,0.206857740535423,-0.50504616795857
2021,10.0959978918297,0.969645,5.26752,2.80006392537033,3.50660953892104,0.216462506349493,-0.72501307881114
2022,10.1784487971546,0.96644,4.6728,2.72272125315367,3.87079836895213,0.217489273602044,-0.338920098553292
2023,10.3142927704762,0.98933,5.92596,2.88072069300471,2.30204238209957,0.214049113491187,-0.01914941811923
