# Global Carbon Budget 2020 — National_Carbon_Emissions_2020v1.0.xlsx  — Territorial Emissions
#
# Fossil CO2 emissions by country (territorial)
# All values in million tonnes of carbon per year. For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# Cite as: Friedlingstein et al. 2020
# Methods: Full details of the method are described in Friedlingstein et al (2020).
# (1) National estimates include emissions from fossil fuel combustion and oxidation and cement production and excludes emissions from bunker fuels. World totals include emissions from bunker fuels.
# (2) Bunker fuels: Emissions from fuels used for international aviation and maritime transport
# (3) The disaggregations of regions (e.g. the former Soviet Union prior to 1992) are based on the shares of emissions in the first year after the countries are disaggregated (e.g., 1992 for the Former Soviet Union).
# (4) The statistical difference presented on column HX is the difference between the world emissions and the sum of the emissions for each countries and for the bunker fuels.
# MtC/yr
# Generated with openclimatedata 0.38.1 from the GCB Excel file 'National_Carbon_Emissions_2020v1.0.xlsx' from https://doi.org/10.18160/gcp-2020
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1969,0.256886457,0.885,3.07395412,,0.759577712,,0.343,21.08320685,3.082313869,0.226638952,38.7892474,12.18297124,8.828602723,0.475099764,0.347,1.023287952,0.131,19.30726868,33.70408217,0.037,0.055,0.054,,0.172444809,2.22356962,,22.96198401,0.005,0.133,18.09708276,0.033,0.02,0.366934941,83.82074378,0.00998378,0.051,0.044,6.149418504,157.1901395,7.646364173,0.005,0.137,0.003,0.312821575,0.516,2.406034914,4.706140315,3.276451372,0.455732362,36.77257265,17.48891018,0.99564315,16.19612087,0.023,0.005,0.72357075,0.979496652,5.367017132,0.324845906,0.012,,5.5330915449999996,0.454813054,0.058,,0.117943705,10.3430211,112.9256191,0.0,0.044,0.391,0.013,4.699762709,287.1181309,0.460554903,6.941663465,0.111,0.013,0.621756693,0.204,0.016,0.373,0.085943228,0.320854016,2.115586378,17.01916953,0.344894567,48.48369543,9.105407888,6.168475276,5.047596929,22.66341283,4.039556735,73.59742606,1.164546216,178.2793179,0.479472835,38.82890574,0.853293582,0.003,,7.317,3.578746079,0.087,2.845782874,1.18562126,,0.346918898,9.694927008,,5.317126227,3.597772913,0.046,1.624919737,0.231918898,0.10391811,2.493929449,,0.044,0.178,,0.0,0.075,0.156,27.88651452,0.731918898,0.219414925,0.002,1.587718583,0.88366748,0.876797244,,0.018,0.109,31.60536661,0.425,3.891115984,0.350878346,0.051975669,3.302375512,,6.05725063,,0.064,5.516760685,,0.559805354,0.152,0.141959449,4.171743215,6.230747795,0.694910916,80.06695079,3.982752901,1.955943228,0.156,11.59067157,4.624278581,0.095017894,1.045843075,0.0,30.43871107,374.3133355,0.016,,0.017,0.385464867,0.008,0.004,9.626351181,0.133772913,6.46801573,0.002,0.296,1.96431063,11.7433062,1.834850076,0.01,0.044,39.0673715,26.40200407,1.177691811,,0.009,0.008,0.415,0.083,23.57563669,10.38399647,1.97397,7.175490081,1.719235325,3.968347953,,0.066,0.003,1.064732362,1.051335592,10.57660974,7.004939154,,,0.320805354,113.0430543,5.597,171.501787,0.489813465,1097.571675,1.52548939,18.82312026,0.012,18.81364005,7.384180866,,1.276,1.165635039,1.840578268,2937.291262,686.7337471,2451.072905,1172.952104,859.928576,75.85043069,550.7203556,15.48499453,1570.983362,73.27041309,1209.398933,43.32430709,84.9562132,112.831,1.91847e-12,3736.856009
1970,0.455894335,1.021,4.10997811,,0.976505781,,0.126,22.5567689,3.242029259,0.253482916,40.25102855,13.81869552,9.286198929,0.701083543,0.707,1.03798993,0.117,20.30756158,34.24957913,0.033,0.077,0.062,0.001,0.192869816,2.905689567,,25.52688002,0.005,2.239,16.69595323,0.039,0.017,0.319959449,93.11605197,0.00998378,0.057,0.034,6.723745019,210.198469,7.74291811,0.008,0.156,0.003,0.340797244,0.612,3.146341036,5.091180866,3.664526503,0.464708031,42.1603545,20.05357992,0.739537717,16.93212881,0.038,0.007,0.847456614,1.167635039,5.909937459,0.389821575,0.01,,5.818977706,0.450797244,0.07,,0.141935118,11.0139317,119.9850049,0.0,0.053,0.568,0.013,4.943276197,280.0279217,0.715513386,6.584655354,0.104,0.012,0.626756693,0.216,0.019,0.431,0.104935118,0.378829685,2.290529606,19.08694244,0.378902933,49.65990475,9.768391732,6.518499606,5.293051102,25.05116142,4.519474938,80.88552016,1.361513028,209.5969186,0.424586378,40.84054983,0.840124094,0.006,,6.829,3.764152755,0.156,2.993227962,1.075525306,,0.395902677,8.816894567,,5.592669029,3.748732362,0.056,2.123432186,0.264918898,0.123927008,3.980864852,,0.055,0.181,,0.0,0.117,0.136,31.1000763,0.776894567,0.286729678,0.004,1.987450945,0.813562047,1.258813613,,0.018,0.062,38.70177468,0.653,3.870083543,0.382862126,0.058967559,5.873351181,0.001,7.636120489,,0.064,5.596180847,,0.600732362,0.189,0.202902677,4.848750766,6.755299291,0.677870236,83.00856929,4.158428437,2.063716142,0.173967559,14.66057625,4.863867251,0.110257398,1.213615832,0.0,32.74603846,393.7036284,0.016,,0.018,0.431120765,0.008,0.004,12.35025392,0.356732362,8.45031901,0.008,0.234,4.965197087,13.46381093,2.398906718,0.011,0.059,40.8346578,31.86858223,0.98064315,,0.01,0.008,0.439,0.1,25.18750693,10.98371164,1.814936974,7.842256116,1.808314987,4.190104646,,0.075,0.007,2.453699799,1.020399254,11.62096843,7.368164177,,,0.393789134,118.9003556,4.158,178.1051843,0.481813465,1180.540618,1.565448504,19.79937085,0.011,20.33008046,7.689132205,,0.685,1.027805354,2.225472835,3136.649908,790.6524287,2631.496536,1295.805801,900.2130123,82.59386344,656.3523736,18.35066865,1649.949515,77.88212311,1304.870746,45.05304721,92.21299973,119.33,-5.25802e-13,4046.632337
1971,0.516807172,1.187,5.089937559,,0.92941669,,0.116,24.24868625,3.441543063,0.220611617,41.65653279,14.21102073,9.855342933,1.835083543,0.829,0.984124472,0.132,21.54868424,33.12515951,0.039,0.08,0.063,0.001,0.167858737,3.131487059,,27.93611931,0.006,2.05,17.52771797,0.041,0.02,0.067935118,96.14767526,0.00999189,0.05,0.041,7.383995093,238.5415826,8.264578524,0.008,0.187,0.003,0.416764803,0.67,3.389334005,5.346172756,3.189315999,0.514059798,44.22220913,29.32669591,0.807497165,15.55935296,0.044,0.007,0.960343071,1.15159484,6.280677932,0.411797244,0.018,,6.174481839,0.504764803,0.071,,0.149910189,11.06353184,126.4004965,0.0,0.062,0.776,0.015,5.246643039,283.0884517,0.625416063,7.573551144,0.128,0.013,0.665748583,0.222,0.02,0.409,0.109918898,0.362821575,2.497432056,18.88903284,0.401779053,52.45669313,10.63189566,7.86895674,6.134313448,27.73685323,4.426566324,84.89334438,1.568569954,217.3974886,0.451537717,43.32213766,1.004124094,0.008,,7.401,3.99515979,0.115,3.177871431,1.446681464,,0.415902677,5.902918898,,5.94280691,3.601176822,0.062,2.288540388,0.279919186,0.136927008,4.54764882,0.001,0.062,0.18,,0.0,0.109,0.108,34.44054119,0.827631073,0.309024443,0.004,2.23535305,0.985537717,1.391781024,,0.024,0.054,38.3914179,0.66,4.107263206,0.410870236,0.062967559,8.802269996,0.001,7.414355558,,0.571,5.305869383,,0.709691811,0.225,0.172891737,5.074402283,7.51956126,0.834862291,85.39323498,4.469350328,2.495716142,0.220845906,15.97974239,5.161779322,0.113172058,1.245670834,0.0,34.30170679,417.8189738,0.017,,0.019,0.375213647,0.01,0.003,16.30912713,0.368732362,9.105491631,0.009,0.219,4.524326702,14.12483329,2.583697537,0.013,0.051,45.96208621,35.05964191,0.871578268,,0.013,0.008,0.467943228,0.109,23.06467117,11.43229752,2.421994331,8.590436378,1.919300783,5.245933747,,0.086,0.005,2.209716142,1.148359848,13.00168302,7.820033805,,,0.392395663,126.1632629,5.777,180.236977,0.671805354,1187.584249,1.583497165,20.99617783,0.016,17.05791018,6.688156535,,0.538,1.033481446,2.38338388,3212.723262,871.5450568,2679.634116,1404.634203,923.0564668,90.57855585,713.8983757,19.50649862,1709.32712,91.2751161,1318.313465,46.73870619,94.58548091,125.838,6.82121e-13,4210.106318
1972,0.417687639,1.539,7.72997811,,1.22831119,,0.102,24.58153764,3.622146171,0.213914579,42.94092378,15.30331819,10.37027813,1.768913228,1.004,0.956856235,0.137,22.67089365,35.65443108,0.043,0.106,0.069,0.001,0.162763101,2.934920845,0.006,31.11744764,0.006,2.58,18.03464025,0.044,0.02,0.031943228,103.9264677,0.01399189,0.046,0.033,7.679407529,253.5190912,8.576740661,0.008,0.181,0.003,0.480708031,0.74,3.173105276,5.670378239,3.092498918,0.656628552,44.62427371,24.42819307,0.823472835,16.26470878,0.052,0.007,1.274253858,1.252464724,6.952783283,0.457756693,0.024,,6.495786457,0.383789134,0.064,,0.157902677,12.03769854,131.4377594,0.0,0.059,0.747,0.018,5.521117413,284.2465907,0.660545827,8.590957157,0.151,0.013,0.738708031,0.227,0.018,0.426,0.106910787,0.418789134,2.531546006,18.92858991,0.404649718,55.48239394,11.81940081,8.056899709,6.014275867,28.93427753,4.609953706,89.58448276,1.714617021,232.5792797,0.522270079,45.56238917,1.055115984,0.007,,7.536,4.204201796,0.133,3.345075254,1.542948414,,0.410902677,4.153935118,,6.260821247,3.683086548,0.063,2.144977597,0.350927008,0.14891835,4.885536743,0.001,0.067,0.229,,0.0,0.122,0.188,36.10236449,0.894076995,0.289638981,0.004,2.19325943,0.899480945,1.335781024,,0.021,0.073,42.98455118,0.465,4.418563002,0.437870236,0.068967559,11.29574302,0.001,8.022749082,,0.57,5.159128976,,0.763699921,0.346,0.194810444,4.954207638,7.207796457,0.973837795,89.93077972,4.996541263,2.940886457,0.234813465,16.45123422,5.431225072,0.122165864,1.344701401,0.0,36.09558086,439.6277276,0.018,,0.021,0.363823402,0.01,0.003,19.18168032,0.396626929,8.534033176,0.012,0.185,6.063888898,14.25584607,2.418151189,0.015,0.064,46.8223042,39.49677994,0.965578268,,0.019,0.01,0.475935118,0.104,23.11774041,11.71282044,2.116888373,9.790527371,2.019729181,5.951277402,,0.110497073,0.006,2.247683701,1.291310096,14.66207914,8.229068257,,,0.376193696,132.7282131,6.396,176.8631136,0.590740472,1244.119171,1.656489055,22.07747976,0.017,17.06170744,6.287448504,,0.408,1.108464724,2.24231063,3354.31925,917.0411073,2794.559126,1476.801232,957.8612003,96.04325091,754.0197928,20.52628888,1770.829163,98.48188373,1384.318003,48.14438946,98.95058568,134.372,-2.44427e-12,4405.732358
1973,0.446393613,1.443,10.4468889,,1.330148425,,0.09,25.64849051,3.776382757,0.237298405,46.62319718,16.37985956,10.80958369,2.145945669,1.506,1.241728691,0.131,23.62749514,37.83826269,0.04,0.104,0.116,0.001,0.180555363,3.505816329,0.014,36.03155291,0.007,2.722,18.7547129,0.046,0.02,0.034910787,104.0569467,0.01698378,0.044,0.044,7.528939825,263.549838,9.17869899,0.008,0.333,0.003,0.557699921,0.785,3.794570226,6.106345783,3.430551892,0.683256353,44.80114654,26.56259291,0.870407953,16.16315459,0.049,0.007,1.626359291,1.434464724,6.485009764,0.536732362,0.008,,6.768365404,0.477862126,0.069,,0.171902677,13.46076173,141.2506288,0.0,0.057,1.449,0.017,5.755361073,296.3253959,0.674521496,10.13404642,0.152,0.015,0.80065937,0.219,0.03,0.492,0.114878346,0.411740472,2.534513386,19.91857677,0.477547219,57.13782017,13.40013628,8.354996772,6.235310562,35.33714764,5.256863716,96.43811241,2.262668719,249.5266569,0.60031874,47.46648946,1.068123274,0.01,,6.611,4.382660844,0.141,3.487962536,1.928695398,,0.403902677,3.977910765,,6.533870914,3.869598711,0.061,2.562364976,0.292919173,0.155903297,4.777592055,0.001,0.072951339,0.22,,0.0,0.128,0.185,39.32089112,0.947623725,0.345999316,0.004,2.62715819,0.97132685,1.120789134,,0.023,0.115,45.1036817,0.708943228,4.967350544,0.498789134,0.089918898,13.5186538,0.001,8.322128073,,0.576,5.460829478,,0.883521496,0.367,0.236756217,5.385396614,8.59752315,0.942813465,91.59114605,5.443531173,3.399886457,0.244789991,19.93227841,5.661024399,0.123248451,1.356582369,0.0,39.51011069,458.2190884,0.019,,0.022,0.40359434,0.01,0.004,25.94255159,0.422675591,10.19160153,0.013,0.147,5.785864567,14.31537375,2.889052104,0.018,0.072,47.31382234,42.2918217,1.005538176,,0.011,0.011,0.574935118,0.101,23.82363835,12.60983424,2.152067756,10.98427661,2.105438699,6.664912441,,0.112310491,0.007,2.562724252,1.316424173,16.18723515,8.5781298,,,0.321077931,138.3225848,8.353,180.0156446,0.86865126,1299.795909,1.574431923,22.99634614,0.015,18.13123685,6.843156535,,0.74498378,1.251546189,2.530253858,3510.05958,985.8935079,2929.662888,1566.2902,1008.025949,103.1809733,795.8333674,23.41006482,1853.399078,116.950747,1443.336747,52.63439363,107.1597172,143.979,-6.53699e-13,4639.932088
1974,0.522199565,1.185,8.69996189,,1.328165274,,0.117,26.05911644,3.921506876,0.21508656,46.99491981,15.63715768,11.2226727,2.014124094,1.474,1.269946376,0.134,24.52654474,36.83145184,0.042,0.111,0.121,0.001,0.163654837,3.520939123,0.024,39.00854632,0.007,2.232,19.41499167,0.056,0.025,0.019943228,106.3332987,0.018,0.031,0.041,7.061844577,268.8551354,9.932976448,0.008,0.443,0.003,0.519675591,0.885,3.809597297,6.245996772,3.109441907,0.526387575,45.31355538,27.73239827,0.91831063,15.02224438,0.053,0.008,1.749334961,1.660358905,7.12039855,0.537675591,0.014,,7.023699546,0.473870236,0.082,,0.182910787,12.72065205,136.4542475,0.0,0.059,1.487,0.017,5.975669709,290.0448525,0.800424173,9.842158837,0.152,0.01,0.83665937,0.229,0.028,0.424,0.128845906,0.424764803,2.911367402,20.19927934,0.474350972,58.98629044,13.98103478,8.435996772,6.357271601,39.2400122,5.286277689,97.77649677,2.072707121,249.5378795,0.607343071,49.2512582,1.349059213,0.009,,5.270748535,4.550546782,0.08,3.62247404,1.934462592,,0.469902677,2.548464724,,6.791689005,3.937754436,0.073,2.573577384,0.323935118,0.149902677,5.19777197,0.001,0.082951339,0.203,,0.0,0.132,0.189,42.23431971,1.020951891,0.347513342,0.004,3.034800642,0.858489055,1.274813465,,0.027,0.115959449,43.66408318,0.758927008,5.12009272,0.531740472,0.078975669,16.98567,0.001,7.561604904,,0.637,5.837171969,,0.823562047,0.433,0.259582786,5.822899088,8.322139528,0.958772913,94.49688332,5.634543256,2.859862126,0.265764803,20.6422114,5.877054411,0.12907777,1.420673992,0.0,41.13545561,475.6915635,0.02,,0.02,0.365816695,0.009,0.005,26.93826643,0.504635039,10.23316507,0.015,0.142,5.989840236,14.48266872,2.899398477,0.018,0.09,48.18566094,47.12487962,0.799481593,,0.012,0.009,0.436951339,0.085,21.78579072,11.30643368,2.634937559,10.72919551,2.18605311,6.607677898,,0.106514398,0.006,2.740732362,1.471407953,16.62900768,8.906425382,,,0.324697933,143.5777077,8.543,168.4453847,0.628675591,1253.536643,1.549399843,23.8581601,0.017,20.48514745,5.203229676,,0.612935118,1.145513386,2.469164646,3470.603156,1015.337725,2868.413339,1617.527543,1002.752664,106.0230683,808.2489324,23.18881909,1858.155504,121.1038498,1402.268262,53.23985033,113.6595961,133.565,-2.30216e-12,4619.505882
1975,0.579043569,1.253,8.733953899,,1.203278189,,0.193,25.88585285,4.123451717,0.155761959,47.95685757,14.79642565,11.79815093,2.250578268,1.569,1.325524312,0.155,25.77995822,33.24875019,0.048,0.121,0.125,0.001,0.118515997,3.673661192,0.051,41.07905525,0.007,1.931,19.90234503,0.06,0.021,0.019943228,108.2895006,0.021,0.028,0.05,6.261915016,311.7090354,9.773209892,0.009,0.3,0.004,0.555635039,1.088,3.973408632,7.378704803,2.251803935,0.543297873,47.40739514,29.37329528,0.88231063,15.21413221,0.054,0.008,1.728351556,2.007343071,8.477050315,0.574635039,0.017,,7.382997317,0.329837795,0.095,,0.169918418,12.56162402,122.2020083,0.0,0.058,1.464,0.027,6.28247371,273.5927639,0.748261969,10.55393731,0.138,0.013,0.960570157,0.23,0.031,0.498,0.131829685,0.454675591,3.004367191,20.5481082,0.440194688,64.0041195,14.71958228,9.039372283,6.017310103,37.99507953,5.333084739,93.08205133,2.232745241,237.0391396,0.679367402,51.74543313,1.356010551,0.009,,4.588683701,4.784256689,0.069,3.809514358,1.709910227,,0.404902677,3.15731874,,7.148775703,3.239206758,0.081,2.685371686,0.461935118,0.157886457,5.307069309,0.002,0.092943228,0.182,,0.0,0.139,0.161,44.80495917,1.10659578,0.362609065,0.003,3.027642005,0.786691811,1.250797406,,0.028,0.09599189,41.62813772,0.689935118,4.986452335,0.525805354,0.09098378,12.9234915,0.001,8.361300579,,1.979,6.32856126,,0.998691811,0.418,0.22833075,5.987899449,8.865296063,1.106708295,102.2871414,5.806569654,2.987821575,0.316740472,22.32096035,6.178055531,0.096267034,1.059557456,0.0,44.21572872,500.042352,0.048,,0.021,0.26491811,0.016,0.005,22.72400782,0.703602598,10.67428109,0.016,0.143,6.691540157,15.15484787,3.023057594,0.016,0.137,50.49427654,49.41414829,0.789570157,,0.009,0.009,0.550967559,0.092,22.04161324,10.65804869,3.048905118,11.86050614,2.298298113,6.651613021,,0.085,0.009,2.623716142,1.51231874,17.85463652,9.363613151,,,0.308018807,150.9057534,8.473,164.6417487,0.622707562,1201.090341,1.627294409,25.06383102,0.015,17.39913953,5.944229657,,0.591935118,1.112505276,2.268261969,3412.663687,1078.202412,2779.241365,1711.624734,978.9772965,105.7267551,856.94829,24.10193869,1864.728631,118.573804,1354.3318,53.99616344,112.4057161,122.39,-1.53477e-12,4613.256099
1976,0.540715157,1.35,10.67987731,,0.895208053,,0.11,27.2105658,4.283053186,0.332731207,47.50946965,15.88545754,12.25253744,1.762389739,1.793,1.516319805,0.145,26.76884181,35.39249834,0.048,0.071,0.128,0.001,0.253168173,3.79142478,0.162,42.13921257,0.007,1.643,19.91397716,0.057,0.024,0.019861896,108.8826333,0.02,0.035,0.05,6.557162888,325.0449024,10.36564721,0.011,0.337,0.004,0.568191816,1.081,4.100108702,7.418392192,4.810195291,0.678852997,49.24868753,30.03025726,0.929280897,16.40347553,0.054,0.008,1.725532923,2.210861379,9.402415367,0.602274284,0.017,,7.66938218,0.320613685,0.09,,0.131822437,13.97341345,138.2682006,0.0,0.072,1.556710263,0.027,6.523814473,297.7173962,0.662280897,11.64174771,0.06,0.013,0.901993893,0.242,0.026,0.478,0.183455713,0.484422726,3.408947562,21.80598535,0.464153919,66.88469686,16.86361148,13.30117022,6.084336356,42.70172043,5.321146368,99.83506779,1.985803282,247.583343,0.803656135,53.71008492,1.254411687,0.009,,5.037171425,4.968132702,0.061,3.957451,1.616822569,,0.402729579,4.882058777,,7.431996302,3.238704216,0.069,2.771663257,0.270806127,0.158768211,6.522260064,0.003,0.09286479,0.208,,0.0,0.141,0.169,50.15660871,1.198148246,0.374261122,0.003,3.146271818,0.697439039,1.335368666,,0.028,0.076921083,46.16017709,0.651861896,5.253433072,0.6064887,0.090903421,15.06265837,0.001,9.112140925,,2.271,6.219575633,,0.984373245,0.429,0.281146426,6.116335551,9.570478004,1.248588594,108.6568596,6.093297195,2.831576441,0.297208053,25.45600215,6.415662021,0.085274604,0.938413098,0.0,47.61789866,519.2773014,0.073,,0.023,0.565905328,0.013,0.008,27.69089949,0.48299558,11.01368048,0.022,0.123,8.187369828,15.74643161,3.117703678,0.017,0.131,52.65191128,53.96990159,0.763855707,,0.013,0.009,0.544903928,0.091,24.08330944,11.03631808,3.749220964,15.29850253,2.386701021,7.837387252,,0.088,0.008,4.342472206,1.594273293,20.02169237,9.72188955,,,0.268932604,156.6844058,10.812503,163.3532613,0.76036258,1257.414898,1.606737344,26.01359967,0.012,15.63139892,3.795007351,,0.699852727,1.09699558,2.962589949,3584.584824,1153.39672,2933.114297,1804.867246,1058.900318,114.7042549,900.2193449,28.30979072,1971.403433,138.6514321,1416.52714,53.74458705,114.3905606,120.031,1.77636e-12,4858.012544
1977,0.650787391,1.56,11.4205549,,0.962748627,,0.127,27.48534586,4.429621339,0.173788155,51.2022015,15.28228089,12.66955238,2.649751231,2.037,1.578807101,0.161,27.67586472,34.44321791,0.054,0.081,0.124,0.002,0.13223175,3.686713301,0.213,44.2353544,0.008,1.744,20.68664368,0.068,0.027,0.019780563,111.2913223,0.022,0.035,0.054,6.280630518,356.0051278,10.7098714,0.011,0.131,0.008,0.711631772,1.106,3.985550471,8.009019451,2.512403243,0.736606969,50.71821155,31.02215655,0.948955073,16.87154798,0.054,0.007,1.528089406,2.039356201,10.32070541,0.62273128,0.017,,7.930740056,0.285694787,0.111,,0.208686518,13.68371184,131.5250834,0.0,0.075,1.721206446,0.031,6.745229518,287.2827799,0.816463635,12.73387063,0.197,0.013,1.03833325,0.246,0.028,0.518,0.192179063,0.545154186,3.876611258,22.67329817,0.519087943,70.76800538,22.49357169,11.90762685,6.432397202,44.68666584,5.394607573,96.7297793,2.030854169,254.7048878,0.860789484,55.50721526,1.374238677,0.006,,4.694708415,5.136869325,0.063,4.093375409,1.469847929,,0.401572702,5.472622757,,7.692972749,2.991099518,0.084,2.695374913,0.230786351,0.173603223,6.173783456,0.004,0.112847393,0.219,,0.0,0.152,0.175,52.52080615,1.353903476,0.363959813,0.007,3.460597946,0.738657063,1.409840118,,0.031,0.091811911,44.65222441,0.583780563,5.544072901,0.773228817,0.099847393,13.78401869,0.001,9.110833818,,2.32,6.637520291,,0.943079556,0.431,0.314756134,6.359934026,10.00986278,1.221303803,114.0706776,6.169503918,2.706339716,0.425504456,28.84595752,6.633663187,0.086440468,0.950986317,0.0,48.60171556,536.9201378,0.073,,0.019,0.295576852,0.022,0.008,32.22442258,0.610626541,10.70642431,0.023,0.14,7.714231939,16.2194702,3.028458165,0.022,0.218,54.51614843,53.1737978,0.794497176,,0.01,0.009,0.517883967,0.093,23.40087571,11.20025011,3.993546844,16.65292185,2.467822009,8.751336073,,0.126,0.008,4.410278407,1.841889595,22.13996418,10.05053867,,,0.218873348,161.9821194,10.57622481,164.9459988,0.547931754,1292.403471,1.53920149,26.88291592,0.014,17.37174185,4.162394962,,0.812770336,1.01935185,2.533955073,3644.897667,1223.444608,2976.117118,1892.225157,1046.028891,118.2088289,959.9355615,27.41633059,1984.140319,145.8245146,1456.422599,57.75074148,118.5933796,122.906,-1.86162e-12,4991.248275
1978,0.58777766,1.771,17.04565133,,1.473746751,,0.134,27.99020823,4.582298207,0.148004556,55.08192649,15.61877286,13.10467003,1.800503292,2.118,1.63330164,0.172,28.6239881,36.96805946,0.059,0.099,0.116,0.003,0.112613552,4.119572693,0.227,48.0162381,0.008,2.602,22.16350652,0.095,0.028,0.013957033,113.4021201,0.056916546,0.04,0.053,6.232645753,397.1772669,11.33576304,0.008,0.088,0.008,0.794771568,1.314,4.455253694,8.356728458,2.139657483,0.776334378,51.17177935,29.5340953,0.962329483,16.67462292,0.055,0.007,1.482075298,2.84018129,10.71534007,0.649937869,0.019,,8.200728534,0.373499278,0.109,,0.193527362,14.14442341,138.3025857,0.0,0.085,2.061916506,0.038,6.976266218,294.5216245,0.807159068,13.01250025,0.107,0.014,1.123671787,0.246,0.028,0.561,0.204869154,0.557769373,4.288781524,24.03005421,0.524033364,71.90952877,25.63815025,11.51557958,6.43534262,44.24234078,5.740059417,101.3302823,2.486898199,246.0675326,0.98999647,57.38568304,1.445620188,0.006,,5.723684415,5.31287759,0.063,4.234888744,1.499971706,,0.410248917,5.773848827,,7.961922949,3.244368083,0.113,3.012070473,0.277624458,0.182412615,6.348336994,0.006,0.107791366,0.255,,0.0,0.159,0.172,60.63516783,1.573090317,0.406723606,0.007,3.562627518,0.782164019,1.404496151,,0.031,0.089787525,46.34092828,0.420656263,4.919239534,0.717101975,0.113749639,13.16127909,0.001,8.92831693,,2.126,7.109867875,,0.773636332,0.457,0.396815689,6.118136775,10.20203273,1.370126641,117.5955401,6.163999984,2.870907427,0.543997112,30.95025706,6.861262411,0.07811287,0.85884826,0.0,52.8218856,555.3511206,0.079,,0.027,0.25172441,0.029,0.009,31.39308806,0.714955385,11.95985653,0.021,0.194,9.03609405,16.36881678,3.383696889,0.017,0.152,55.10120173,54.45237763,0.937648565,,0.009,0.01,0.652800375,0.12,21.69129765,11.50923703,4.143393659,19.33301426,2.552472796,9.53793054,,0.097,0.01,4.179002194,2.040924141,20.93723065,10.39355827,,,0.189725143,167.5130686,12.21440784,165.0420274,0.599708617,1332.686685,1.563679361,27.79342671,0.016,18.72037185,4.200058781,,0.846648938,0.947290644,2.532664219,3742.314567,1307.429482,3052.308281,1997.435768,1082.320593,126.2623538,1008.918259,26.6389655,2048.051871,146.3613089,1506.839973,60.84334965,125.7979671,124.609,3.55271e-13,5174.353048
